gene_id	gene_name	gene_type	strand	mappability	contig	TSS
ENSG00000228252.9	COL6A4P2	transcribed_unitary_pseudogene	+	1.0	chr3	130212823
ENSG00000206384.10	COL6A6	protein_coding	+	0.99843	chr3	130560334
ENSG00000196455.7	PIK3R4	protein_coding	-	1.0	chr3	130746829
ENSG00000017260.19	ATP2C1	protein_coding	+	1.0	chr3	130850595
ENSG00000114670.13	NEK11	protein_coding	+	1.0	chr3	131026855
ENSG00000034533.11	ASTE1	protein_coding	-	1.0	chr3	131027649
ENSG00000246082.2	NUDT16P1	transcribed_unitary_pseudogene	+	1.0	chr3	131361898
ENSG00000250608.1	RP11-933H2.4	processed_transcript	-	1.0	chr3	131381475
ENSG00000198585.11	NUDT16	protein_coding	+	0.97122	chr3	131381671
ENSG00000261167.1	RP11-517B11.7	sense_overlapping	-	0.89144	chr3	131458598
ENSG00000114686.8	MRPL3	protein_coding	-	0.84483	chr3	131502983
ENSG00000196353.11	CPNE4	protein_coding	-	0.99681	chr3	132285410
ENSG00000014257.15	ACPP	protein_coding	+	0.96241	chr3	132317367
ENSG00000138246.15	DNAJC13	protein_coding	+	0.99787	chr3	132417526
ENSG00000240303.7	ACAD11	protein_coding	-	0.98868	chr3	132644896
ENSG00000081307.12	UBA5	protein_coding	+	0.99095	chr3	132654446
ENSG00000248724.6	NPHP3-AS1	antisense	+	1.0	chr3	132721775
ENSG00000113971.19	NPHP3	protein_coding	-	0.96559	chr3	132722442
ENSG00000144868.13	TMEM108	protein_coding	+	0.97937	chr3	133038391
ENSG00000170819.4	BFSP2	protein_coding	+	1.0	chr3	133399995
ENSG00000272832.1	RP11-91K8.5	lincRNA	-	1.0	chr3	133543466
ENSG00000091527.15	CDV3	protein_coding	+	0.9082	chr3	133573730
ENSG00000163781.12	TOPBP1	protein_coding	-	1.0	chr3	133661893
ENSG00000242337.5	TFP1	transcribed_unprocessed_pseudogene	+	1.0	chr3	133661998
ENSG00000091513.14	TF	protein_coding	+	0.99076	chr3	133745956
ENSG00000144867.11	SRPRB	protein_coding	+	0.99984	chr3	133784033
ENSG00000154917.10	RAB6B	protein_coding	-	0.99982	chr3	133895836
ENSG00000221972.3	C3orf36	protein_coding	-	1.0	chr3	133929812
ENSG00000174640.12	SLCO2A1	protein_coding	-	1.0	chr3	134052184
ENSG00000231845.3	HMGB3P14	processed_pseudogene	+	1.0	chr3	134170487
ENSG00000163785.12	RYK	protein_coding	-	0.94691	chr3	134250744
ENSG00000260633.1	RP11-375I20.6	lincRNA	-	1.0	chr3	134349233
ENSG00000114019.14	AMOTL2	protein_coding	-	1.0	chr3	134375479
ENSG00000182923.16	CEP63	protein_coding	+	0.97587	chr3	134486027
ENSG00000129055.12	ANAPC13	protein_coding	-	0.99684	chr3	134486716
ENSG00000154928.16	EPHB1	protein_coding	+	0.98653	chr3	134597801
ENSG00000174611.11	KY	protein_coding	-	1.0	chr3	134651022
ENSG00000073711.10	PPP2R3A	protein_coding	+	0.98393	chr3	135965673
ENSG00000273455.1	RP11-305O4.3	antisense	-	1.0	chr3	136087882
ENSG00000174579.3	MSL2	protein_coding	-	0.9995	chr3	136197241
ENSG00000114054.13	PCCB	protein_coding	+	0.9763	chr3	136250306
ENSG00000240695.1	RP11-102M11.1	processed_pseudogene	-	0.86789	chr3	136737229
ENSG00000118007.12	STAG1	protein_coding	-	0.99984	chr3	136752403
ENSG00000261758.1	RP11-102M11.2	antisense	+	0.99273	chr3	136752630
ENSG00000168917.8	SLC35G2	protein_coding	+	0.95842	chr3	136818647
ENSG00000273486.1	RP11-731C17.2	antisense	-	1.0	chr3	136839021
ENSG00000239213.5	NCK1-AS1	antisense	-	1.0	chr3	136862054
ENSG00000158092.6	NCK1	protein_coding	+	0.98231	chr3	136862208
ENSG00000174564.12	IL20RB	protein_coding	+	0.9806	chr3	136957865
ENSG00000241478.1	HSPA8P9	processed_pseudogene	+	0.8432	chr3	137880295
ENSG00000066405.12	CLDN18	protein_coding	+	0.97506	chr3	137998735
ENSG00000158163.14	DZIP1L	protein_coding	-	0.99863	chr3	138115818
ENSG00000118017.3	A4GNT	protein_coding	-	1.0	chr3	138132387
ENSG00000138231.12	DBR1	protein_coding	-	0.91078	chr3	138174949
ENSG00000114098.17	ARMC8	protein_coding	+	0.98558	chr3	138187248
ENSG00000181322.13	NME9	protein_coding	-	0.98004	chr3	138329886
ENSG00000158186.12	MRAS	protein_coding	+	0.98095	chr3	138347648
ENSG00000158220.13	ESYT3	protein_coding	+	0.98508	chr3	138434613
ENSG00000114107.8	CEP70	protein_coding	-	0.99001	chr3	138594538
ENSG00000158234.12	FAIM	protein_coding	+	0.96331	chr3	138608609
ENSG00000241429.1	EEF1A1P25	processed_pseudogene	+	0.90642	chr3	138825063
ENSG00000051382.8	PIK3CB	protein_coding	-	0.9865	chr3	138834938
ENSG00000242244.1	ATP5G1P3	processed_pseudogene	-	1.0	chr3	138889957
ENSG00000183770.5	FOXL2	protein_coding	-	1.0	chr3	138947140
ENSG00000206262.8	FOXL2NB	protein_coding	+	0.93053	chr3	138947234
ENSG00000175110.11	MRPS22	protein_coding	+	0.96553	chr3	139110404
ENSG00000272656.1	RP11-219D15.3	antisense	-	1.0	chr3	139349327
ENSG00000184432.9	COPB2	protein_coding	-	0.93668	chr3	139389732
ENSG00000248932.5	RP11-319G6.1	antisense	+	0.98655	chr3	139389815
ENSG00000114113.6	RBP2	protein_coding	-	1.0	chr3	139480747
ENSG00000178631.7	ACTG1P1	processed_pseudogene	+	0.97788	chr3	139493809
ENSG00000114115.9	RBP1	protein_coding	-	0.96712	chr3	139539829
ENSG00000163864.15	NMNAT3	protein_coding	-	0.99085	chr3	139678017
ENSG00000158258.16	CLSTN2	protein_coding	+	0.97694	chr3	139935185
ENSG00000114120.11	SLC25A36	protein_coding	+	0.99988	chr3	140941830
ENSG00000248773.1	RP11-231L11.3	sense_intronic	+	1.0	chr3	140972744
ENSG00000175093.4	SPSB4	protein_coding	+	0.99958	chr3	141051402
ENSG00000155893.12	PXYLP1	protein_coding	+	0.97875	chr3	141228726
ENSG00000177311.11	ZBTB38	protein_coding	+	0.98828	chr3	141324213
ENSG00000155903.11	RASA2	protein_coding	+	0.99944	chr3	141487047
ENSG00000242104.4	RP11-340E6.1	transcribed_unitary_pseudogene	+	1.0	chr3	141660536
ENSG00000114125.13	RNF7	protein_coding	+	0.91235	chr3	141738204
ENSG00000114124.2	GRK7	protein_coding	+	0.96134	chr3	141778148
ENSG00000069849.10	ATP1B3	protein_coding	+	0.84309	chr3	141876124
ENSG00000244124.1	ATP1B3-AS1	antisense	-	1.0	chr3	141919021
ENSG00000233597.3	RP11-343B5.1	processed_pseudogene	-	0.87643	chr3	142044198
ENSG00000114126.17	TFDP2	protein_coding	-	0.90402	chr3	142149537
ENSG00000175066.15	GK5	protein_coding	-	0.89519	chr3	142225607
ENSG00000114127.10	XRN1	protein_coding	-	0.97281	chr3	142448062
ENSG00000244327.1	RP11-383G6.3	sense_overlapping	-	1.0	chr3	142472337
ENSG00000175054.14	ATR	protein_coding	-	0.97073	chr3	142578826
ENSG00000120756.12	PLS1	protein_coding	+	0.98931	chr3	142596387
ENSG00000144935.14	TRPC1	protein_coding	+	1.0	chr3	142724074
ENSG00000240950.1	RP11-372E1.1	processed_pseudogene	-	0.9517	chr3	142827728
ENSG00000163710.7	PCOLCE2	protein_coding	-	0.99185	chr3	142889203
ENSG00000163714.17	U2SURP	protein_coding	+	0.99193	chr3	143001560
ENSG00000175040.5	CHST2	protein_coding	+	1.0	chr3	143119331
ENSG00000241679.2	RP11-80H8.4	processed_transcript	+	1.0	chr3	143131274
ENSG00000181804.14	SLC9A9	protein_coding	-	1.0	chr3	143848531
ENSG00000181744.8	C3orf58	protein_coding	+	0.99952	chr3	143971798
ENSG00000261051.1	RP11-274H2.5	sense_overlapping	-	1.0	chr3	146061679
ENSG00000243415.2	RP11-274H2.2	antisense	+	1.0	chr3	146064042
ENSG00000240032.1	LNCSRLR	antisense	-	1.0	chr3	146069185
ENSG00000152952.11	PLOD2	protein_coding	-	0.99966	chr3	146163653
ENSG00000114698.14	PLSCR4	protein_coding	-	0.99993	chr3	146251179
ENSG00000163746.11	PLSCR2	protein_coding	-	0.96242	chr3	146495991
ENSG00000279320.1	RP11-329N15.3	TEC	-	1.0	chr3	146506560
ENSG00000188313.12	PLSCR1	protein_coding	-	0.99819	chr3	146544864
ENSG00000144891.17	AGTR1	protein_coding	+	0.9915	chr3	148697784
ENSG00000153002.11	CPB1	protein_coding	+	0.99289	chr3	148791102
ENSG00000163751.3	CPA3	protein_coding	+	1.0	chr3	148865256
ENSG00000163754.17	GYG1	protein_coding	+	0.86797	chr3	148991341
ENSG00000071794.15	HLTF	protein_coding	-	0.99686	chr3	149086554
ENSG00000163755.8	HPS3	protein_coding	+	0.88705	chr3	149129584
ENSG00000047457.13	CP	protein_coding	-	0.87005	chr3	149222055
ENSG00000240216.7	CPHL1P	transcribed_unitary_pseudogene	-	0.98823	chr3	149291800
ENSG00000163762.6	TM4SF18	protein_coding	-	0.99557	chr3	149334414
ENSG00000169908.11	TM4SF1	protein_coding	-	0.99972	chr3	149377777
ENSG00000240541.2	TM4SF1-AS1	antisense	+	1.0	chr3	149377866
ENSG00000169903.6	TM4SF4	protein_coding	+	1.0	chr3	149473974
ENSG00000241985.1	WWTR1-IT1	sense_intronic	-	0.92637	chr3	149650184
ENSG00000241313.2	WWTR1-AS1	antisense	+	0.97507	chr3	149658102
ENSG00000018408.14	WWTR1	protein_coding	-	0.9662	chr3	149736714
ENSG00000114744.8	COMMD2	protein_coding	-	0.95476	chr3	149752499
ENSG00000082996.19	RNF13	protein_coding	+	0.81677	chr3	149812708
ENSG00000239351.1	NPM1P29	processed_pseudogene	-	0.84621	chr3	149939799
ENSG00000242791.2	RP11-651P23.5	lincRNA	+	0.99399	chr3	149976755
ENSG00000070087.13	PFN2	protein_coding	-	0.99391	chr3	150050728
ENSG00000244541.5	LINC01213	lincRNA	+	1.0	chr3	150238519
ENSG00000196428.12	TSC22D2	protein_coding	+	0.97966	chr3	150408335
ENSG00000144895.11	EIF2A	protein_coding	+	0.99957	chr3	150552354
ENSG00000120742.10	SERP1	protein_coding	-	0.98028	chr3	150603228
ENSG00000163645.14	ERICH6	protein_coding	-	0.99482	chr3	150703971
ENSG00000240137.5	ERICH6-AS1	antisense	+	1.0	chr3	150704043
ENSG00000244668.1	SNRPCP3	processed_pseudogene	-	1.0	chr3	150720836
ENSG00000181788.3	SIAH2	protein_coding	-	1.0	chr3	150763477
ENSG00000144893.12	MED12L	protein_coding	+	0.99972	chr3	151085697
ENSG00000174946.6	GPR171	protein_coding	-	1.0	chr3	151203201
ENSG00000174944.8	P2RY14	protein_coding	-	1.0	chr3	151278467
ENSG00000181631.6	P2RY13	protein_coding	-	0.99965	chr3	151329548
ENSG00000169313.9	P2RY12	protein_coding	-	1.0	chr3	151384812
ENSG00000152580.8	IGSF10	protein_coding	-	0.99832	chr3	151458709
ENSG00000241151.1	LINC02066	lincRNA	+	1.0	chr3	151637174
ENSG00000240602.7	AADACP1	transcribed_unprocessed_pseudogene	+	1.0	chr3	151770428
ENSG00000250271.2	RP11-64D22.5	transcribed_unprocessed_pseudogene	+	1.0	chr3	151797047
ENSG00000114771.13	AADAC	protein_coding	+	1.0	chr3	151814037
ENSG00000198829.6	SUCNR1	protein_coding	+	0.99634	chr3	151873643
ENSG00000152601.17	MBNL1	protein_coding	+	0.99733	chr3	152243828
ENSG00000229619.3	MBNL1-AS1	antisense	-	1.0	chr3	152269448
ENSG00000221962.5	TMEM14EP	transcribed_processed_pseudogene	-	1.0	chr3	152340990
ENSG00000243305.1	RP11-362A9.3	antisense	-	1.0	chr3	152496813
ENSG00000169860.6	P2RY1	protein_coding	+	0.99813	chr3	152834693
ENSG00000181467.4	RAP2B	protein_coding	+	0.95096	chr3	153162270
ENSG00000238755.3	LINC02006	processed_transcript	-	0.95256	chr3	153980186
ENSG00000114790.12	ARHGEF26	protein_coding	+	0.98012	chr3	154121003
ENSG00000243069.7	ARHGEF26-AS1	processed_transcript	-	0.93577	chr3	154121332
ENSG00000174953.13	DHX36	protein_coding	-	0.97286	chr3	154324497
ENSG00000279305.1	RP11-316N24.2	TEC	-	1.0	chr3	154337047
ENSG00000196549.10	MME	protein_coding	+	0.98884	chr3	155024124
ENSG00000240045.1	RP11-451G4.2	protein_coding	-	0.96339	chr3	155293691
ENSG00000214919.3	RP11-674E16.4	sense_intronic	-	0.91173	chr3	155743726
ENSG00000114805.16	PLCH1	protein_coding	-	1.0	chr3	155745067
ENSG00000174928.15	C3orf33	protein_coding	-	0.86883	chr3	155806351
ENSG00000169359.13	SLC33A1	protein_coding	-	0.86259	chr3	155854429
ENSG00000163655.15	GMPS	protein_coding	+	0.9222	chr3	155870536
ENSG00000169282.17	KCNAB1	protein_coding	+	0.99885	chr3	156037701
ENSG00000272990.1	RP11-305K5.1	antisense	-	1.0	chr3	156524247
ENSG00000114850.6	SSR3	protein_coding	-	0.91322	chr3	156555184
ENSG00000163659.12	TIPARP	protein_coding	+	1.0	chr3	156673235
ENSG00000243926.1	TIPARP-AS1	antisense	-	1.0	chr3	156674341
ENSG00000240875.5	LINC00886	lincRNA	-	0.99407	chr3	156817062
ENSG00000197980.12	LEKR1	protein_coding	+	0.99049	chr3	156825481
ENSG00000241135.5	LINC00881	lincRNA	+	1.0	chr3	157089881
ENSG00000243629.1	LINC00880	lincRNA	-	1.0	chr3	157123004
ENSG00000163660.11	CCNL1	protein_coding	-	1.0	chr3	157160760
ENSG00000243176.5	RP11-550I24.2	processed_transcript	+	1.0	chr3	157175269
ENSG00000163661.3	PTX3	protein_coding	+	1.0	chr3	157436789
ENSG00000197415.11	VEPH1	protein_coding	-	0.99994	chr3	157533619
ENSG00000174899.10	PQLC2L	protein_coding	+	1.0	chr3	157543246
ENSG00000168779.19	SHOX2	protein_coding	-	0.9952	chr3	158106503
ENSG00000174891.12	RSRC1	protein_coding	+	0.9478	chr3	158107789
ENSG00000178053.17	MLF1	protein_coding	+	0.98426	chr3	158571163
ENSG00000168827.14	GFM1	protein_coding	+	0.9712	chr3	158644278
ENSG00000079257.7	LXN	protein_coding	-	0.97488	chr3	158672693
ENSG00000272087.1	RP11-379F4.7	lincRNA	-	1.0	chr3	158693768
ENSG00000272440.1	RP11-379F4.6	lincRNA	+	1.0	chr3	158695367
ENSG00000118849.9	RARRES1	protein_coding	-	1.0	chr3	158732696
ENSG00000240207.6	RP11-379F4.4	antisense	+	1.0	chr3	158734561
ENSG00000118855.18	MFSD1	protein_coding	+	0.98975	chr3	158747577
ENSG00000271778.1	RP11-379F4.8	sense_intronic	+	1.0	chr3	158782547
ENSG00000272247.1	RP11-379F4.9	antisense	-	1.0	chr3	158801864
ENSG00000279311.1	RP11-170K4.2	TEC	+	0.92239	chr3	158869898
ENSG00000283154.2	IQCJ-SCHIP1	protein_coding	+	0.99759	chr3	158962235
ENSG00000151967.18	SCHIP1	protein_coding	+	0.99594	chr3	159839861
ENSG00000168811.6	IL12A	protein_coding	+	1.0	chr3	159988750
ENSG00000180044.5	C3orf80	protein_coding	+	0.99702	chr3	160225496
ENSG00000068885.14	IFT80	protein_coding	-	0.95929	chr3	160399273
ENSG00000113810.15	SMC4	protein_coding	+	0.99972	chr3	160399881
ENSG00000213186.7	TRIM59	protein_coding	-	0.94195	chr3	160485773
ENSG00000238741.1	SCARNA7	scaRNA	-	1.0	chr3	160515236
ENSG00000186432.8	KPNA4	protein_coding	-	0.90593	chr3	160565446
ENSG00000229320.3	KRT8P12	transcribed_processed_pseudogene	+	0.92667	chr3	160565589
ENSG00000260572.1	RP11-16N11.2	antisense	-	1.0	chr3	160755142
ENSG00000163590.13	PPM1L	protein_coding	+	0.98325	chr3	160755602
ENSG00000169251.12	NMD3	protein_coding	+	0.84388	chr3	161104696
ENSG00000169255.13	B3GALNT1	protein_coding	-	0.98438	chr3	161105384
ENSG00000196542.8	SPTSSB	protein_coding	-	0.99207	chr3	161372880
ENSG00000240567.1	LINC02067	lincRNA	+	0.98473	chr3	161426427
ENSG00000121871.3	SLITRK3	protein_coding	-	0.99575	chr3	165197109
ENSG00000114200.9	BCHE	protein_coding	-	1.0	chr3	165837472
ENSG00000169064.12	ZBBX	protein_coding	-	1.0	chr3	167380301
ENSG00000114204.14	SERPINI2	protein_coding	-	1.0	chr3	167479004
ENSG00000174776.10	WDR49	protein_coding	-	0.99428	chr3	167653983
ENSG00000241120.1	HMGN1P8	processed_pseudogene	-	1.0	chr3	167694642
ENSG00000114209.14	PDCD10	protein_coding	-	0.9937	chr3	167734939
ENSG00000163536.12	SERPINI1	protein_coding	+	0.99968	chr3	167735243
ENSG00000244227.6	LRRC77P	transcribed_unitary_pseudogene	+	1.0	chr3	167864773
ENSG00000173905.8	GOLIM4	protein_coding	-	1.0	chr3	168095975
ENSG00000206120.11	EGFEM1P	transcribed_unitary_pseudogene	+	0.97902	chr3	168249522
ENSG00000085276.17	MECOM	protein_coding	-	0.99642	chr3	169663618
ENSG00000184378.2	ACTRT3	protein_coding	-	1.0	chr3	169769648
ENSG00000269889.1	RP11-816J6.3	antisense	+	1.0	chr3	169769896
ENSG00000085274.15	MYNN	protein_coding	+	0.9855	chr3	169772831
ENSG00000269984.1	RP11-362K14.5	antisense	-	0.96254	chr3	169780334
ENSG00000270096.1	RP11-362K14.6	antisense	+	1.0	chr3	169794962
ENSG00000171757.15	LRRC34	protein_coding	-	0.98716	chr3	169812986
ENSG00000188306.6	LRRIQ4	protein_coding	+	1.0	chr3	169821922
ENSG00000239219.2	RP11-379K17.4	antisense	-	0.98861	chr3	169966634
ENSG00000008952.16	SEC62	protein_coding	+	0.97175	chr3	169966735
ENSG00000240373.1	SEC62-AS1	antisense	-	0.81986	chr3	169985715
ENSG00000173890.16	GPR160	protein_coding	+	0.96532	chr3	170037929
ENSG00000173889.15	PHC3	protein_coding	-	0.95943	chr3	170181749
ENSG00000136603.13	SKIL	protein_coding	+	0.97563	chr3	170357678
ENSG00000242578.1	RP11-469J4.3	lincRNA	+	1.0	chr3	170410512
ENSG00000013297.10	CLDN11	protein_coding	+	0.89599	chr3	170418865
ENSG00000163584.17	RPL22L1	protein_coding	-	0.96455	chr3	170870483
ENSG00000163577.7	EIF5A2	protein_coding	-	0.95998	chr3	170908693
ENSG00000154310.16	TNIK	protein_coding	-	1.0	chr3	171460408
ENSG00000279673.1	RP11-185E8.2	TEC	+	1.0	chr3	171460612
ENSG00000075651.15	PLD1	protein_coding	-	0.99547	chr3	171810950
ENSG00000075420.12	FNDC3B	protein_coding	+	0.95797	chr3	172039628
ENSG00000279862.1	RP11-423E7.2	TEC	-	1.0	chr3	172303052
ENSG00000121858.10	TNFSF10	protein_coding	-	0.95872	chr3	172523507
ENSG00000144959.9	NCEH1	protein_coding	-	0.99952	chr3	172711218
ENSG00000114346.13	ECT2	protein_coding	+	0.93088	chr3	172750682
ENSG00000169760.17	NLGN1	protein_coding	+	0.99991	chr3	173396284
ENSG00000213169.3	RP11-393N4.2	processed_pseudogene	+	0.97553	chr3	174377244
ENSG00000177694.15	NAALADL2	protein_coding	+	0.9931	chr3	174438573
ENSG00000231310.3	TBL1XR1-AS1	antisense	+	1.0	chr3	177037405
ENSG00000177565.16	TBL1XR1	protein_coding	-	0.90324	chr3	177228000
ENSG00000203645.2	LINC00501	lincRNA	+	0.9013	chr3	177294442
ENSG00000228221.5	LINC00578	lincRNA	+	1.0	chr3	177441921
ENSG00000228561.2	RP11-114M1.1	lincRNA	+	1.0	chr3	177683627
ENSG00000231574.5	LINC02015	lincRNA	+	1.0	chr3	177816865
ENSG00000197584.11	KCNMB2	protein_coding	+	0.9925	chr3	178272932
ENSG00000223941.5	LINC01014	sense_intronic	+	1.0	chr3	178419201
ENSG00000172667.10	ZMAT3	protein_coding	-	0.95973	chr3	179072279
ENSG00000121879.3	PIK3CA	protein_coding	+	0.82316	chr3	179148114
ENSG00000240429.1	LRRFIP1P1	processed_pseudogene	-	0.85451	chr3	179261273
ENSG00000121864.9	ZNF639	protein_coding	+	0.85634	chr3	179322991
ENSG00000260743.1	RP11-255C15.3	lincRNA	+	0.99807	chr3	179340322
ENSG00000171109.18	MFN1	protein_coding	+	0.86817	chr3	179347692
ENSG00000272699.1	RP11-145M9.5	antisense	+	1.0	chr3	179405448
ENSG00000114450.9	GNB4	protein_coding	-	0.92346	chr3	179451590
ENSG00000136518.16	ACTL6A	protein_coding	+	0.99837	chr3	179562880
ENSG00000272910.1	RP11-15L13.4	antisense	-	1.0	chr3	179583762
ENSG00000136522.13	MRPL47	protein_coding	-	1.0	chr3	179604654
ENSG00000136521.12	NDUFB5	protein_coding	+	0.86602	chr3	179604702
ENSG00000058056.8	USP13	protein_coding	+	0.98276	chr3	179652755
ENSG00000270178.1	RP11-494H4.3	lincRNA	+	1.0	chr3	179804063
ENSG00000114757.18	PEX5L	protein_coding	-	0.97917	chr3	180037053
ENSG00000239774.1	RP11-496B10.3	lincRNA	-	0.91318	chr3	180601935
ENSG00000163728.10	TTC14	protein_coding	+	0.97191	chr3	180602130
ENSG00000242068.1	RP11-259P15.4	processed_pseudogene	-	0.97525	chr3	180773914
ENSG00000114416.17	FXR1	protein_coding	+	0.97995	chr3	180868141
ENSG00000145075.11	CCDC39	protein_coding	-	0.99412	chr3	180871005
ENSG00000205981.6	DNAJC19	protein_coding	-	0.96129	chr3	180989769
ENSG00000242808.7	SOX2-OT	sense_overlapping	+	0.99234	chr3	180989774
ENSG00000181449.3	SOX2	protein_coding	+	0.94175	chr3	181711924
ENSG00000058063.15	ATP11B	protein_coding	+	0.99969	chr3	182793500
ENSG00000270554.1	RP11-225N10.3	processed_pseudogene	-	1.0	chr3	182844619
ENSG00000273261.1	RP11-531F16.4	antisense	-	1.0	chr3	182921938
ENSG00000043093.13	DCUN1D1	protein_coding	-	0.8306	chr3	182985953
ENSG00000243368.2	MCCC1-AS1	antisense	+	0.89178	chr3	183016255
ENSG00000078070.12	MCCC1	protein_coding	-	0.94465	chr3	183116075
ENSG00000078081.7	LAMP3	protein_coding	-	0.93994	chr3	183163839
ENSG00000176597.11	B3GNT5	protein_coding	+	0.99824	chr3	183253244
ENSG00000053524.12	MCF2L2	protein_coding	-	0.96121	chr3	183428778
ENSG00000240024.5	LINC00888	transcribed_unprocessed_pseudogene	+	0.99219	chr3	183447608
ENSG00000253092.1	SNORA81	snoRNA	+	1.0	chr3	183452567
ENSG00000199363.1	SNORA63	snoRNA	+	1.0	chr3	183453814
ENSG00000172578.11	KLHL6	protein_coding	-	0.92559	chr3	183555689
ENSG00000114796.15	KLHL24	protein_coding	+	0.93573	chr3	183635568
ENSG00000163872.15	YEATS2	protein_coding	+	0.96633	chr3	183697818
ENSG00000233885.7	YEATS2-AS1	antisense	-	0.99097	chr3	183810474
ENSG00000180834.7	MAP6D1	protein_coding	-	1.0	chr3	183825594
ENSG00000175193.13	PARL	protein_coding	-	0.91137	chr3	183884923
ENSG00000114770.16	ABCC5	protein_coding	-	0.99542	chr3	184018015
ENSG00000178084.1	HTR3C	protein_coding	+	0.94671	chr3	184053047
ENSG00000205955.4	HSP90AA5P	transcribed_processed_pseudogene	+	0.98907	chr3	184115352
ENSG00000273181.1	RP11-778D9.13	lincRNA	-	1.0	chr3	184133561
ENSG00000272721.5	RP11-778D9.12	antisense	-	1.0	chr3	184135238
ENSG00000145191.12	EIF2B5	protein_coding	+	1.0	chr3	184135264
ENSG00000161202.17	DVL3	protein_coding	+	0.97572	chr3	184155388
ENSG00000161203.13	AP2M1	protein_coding	+	0.99865	chr3	184174689
ENSG00000161204.11	ABCF3	protein_coding	+	1.0	chr3	184186023
ENSG00000145198.14	VWA5B2	protein_coding	+	0.99907	chr3	184230429
ENSG00000214160.9	ALG3	protein_coding	-	0.99228	chr3	184249548
ENSG00000145194.17	ECE2	protein_coding	+	0.99988	chr3	184249650
ENSG00000163888.3	CAMK2N2	protein_coding	-	0.99957	chr3	184261463
ENSG00000175166.16	PSMD2	protein_coding	+	0.95179	chr3	184298709
ENSG00000114867.20	EIF4G1	protein_coding	+	0.99383	chr3	184314495
ENSG00000175182.14	FAM131A	protein_coding	+	0.97409	chr3	184335926
ENSG00000114859.15	CLCN2	protein_coding	-	0.96272	chr3	184361651
ENSG00000163882.9	POLR2H	protein_coding	+	0.99001	chr3	184361718
ENSG00000090534.17	THPO	protein_coding	-	1.0	chr3	184378144
ENSG00000090539.15	CHRD	protein_coding	+	0.99712	chr3	184380073
ENSG00000182580.2	EPHB3	protein_coding	+	0.99474	chr3	184561784
ENSG00000177383.4	MAGEF1	protein_coding	-	1.0	chr3	184712002
ENSG00000272970.1	RP11-329B9.4	lincRNA	+	1.0	chr3	184734075
ENSG00000273403.1	RP11-329B9.3	lincRNA	+	1.0	chr3	184741937
ENSG00000272922.1	RP11-329B9.5	lincRNA	+	1.0	chr3	184742818
ENSG00000156931.15	VPS8	protein_coding	+	0.98701	chr3	184812143
ENSG00000187068.2	C3orf70	protein_coding	-	0.93007	chr3	185153014
ENSG00000113790.10	EHHADH	protein_coding	-	0.97783	chr3	185281990
ENSG00000073803.13	MAP3K13	protein_coding	+	0.95707	chr3	185282941
ENSG00000163900.10	TMEM41A	protein_coding	-	0.96465	chr3	185499057
ENSG00000163898.9	LIPH	protein_coding	-	0.90839	chr3	185552613
ENSG00000163904.12	SENP2	protein_coding	+	0.92515	chr3	185582496
ENSG00000236489.1	RP11-537I16.2	processed_pseudogene	+	1.0	chr3	185606575
ENSG00000136527.17	TRA2B	protein_coding	-	0.996	chr3	185938136
ENSG00000171658.8	NMRAL2P	transcribed_unprocessed_pseudogene	+	1.0	chr3	185959943
ENSG00000234197.1	ETV5-AS1	antisense	+	1.0	chr3	186079170
ENSG00000244405.7	ETV5	protein_coding	-	0.99955	chr3	186110318
ENSG00000058866.14	DGKG	protein_coding	-	0.999	chr3	186362237
ENSG00000213139.7	CRYGS	protein_coding	-	0.92353	chr3	186544451
ENSG00000090520.11	DNAJB11	protein_coding	+	0.99985	chr3	186567403
ENSG00000113838.12	TBCCD1	protein_coding	-	0.85472	chr3	186570162
